timestamp customerId cookie auctionId
76 2978 R0LQN4 23
33 2263 A07BLC 11
32 2895 KSOB2E 1
21 2850 KP22UK 15
80 2048 NOOP9M 23
17 2922 BEE9LV 21
29 2840 7R4WW2 25
5 2018 YFRNZB 16
61 2340 B0JA3J 9
74 2595 24IJO9 26
7 2231 05Z91L 4
8 2458 LZ17X3 3
93 2072 7L7C3J 22
7 2547 C1SZM8 9
47 2320 H67O7M 27
60 2736 ZAUDEU 30
51 2226 BNC2PN 4
85 2336 8E0A3B 8
6 2457 6DE8R4 20
86 2344 BMG0CQ 4
83 2653 18A4OF 26
3 2707 LS6T12 27
60 2087 C5S9MG 4
93 2011 98BWW7 5
75 2799 GOC9AN 9
21 2026 JI460J 20
62 2776 KJGQKM 20
64 2368 ATXWCW 28
16 2851 XTUBGK 10
88 2457 KZS52R 26
6 2854 GY7BAZ 19
24 2416 RVP1HD 24
81 2526 96QW1T 12
16 2926 Z8PQG6 11
6 2417 CFQ7WR 11
17 2947 F4FOZD 19
95 2788 DD9VP7 10
30 2837 J17BNV 8
92 2905 XHFIO4 1
51 2595 ZBZWBR 21
67 2614 9F9MIO 26
11 2907 GZOJW6 19
14 2453 SWSXZA 9
20 2585 BQBZE6 30
99 2476 5CMGBX 6
13 2418 A292NB 17
96 2998 RML76N 7
79 2011 B8V8KT 25
68 2245 XAACKQ 14
86 2432 969UXP 5
54 2634 NBNG17 14
66 2909 YCFU40 11
28 2994 NM9875 22
48 2965 0E71OW 17
94 2917 NT5NIZ 14
97 2394 B5EDRY 17
11 2191 E6B4BX 22
40 2008 N7QF31 10
19 2588 XU7WMM 2
87 2069 N9IZWF 8
3 2568 2WDIVJ 22
15 2864 TIY4HP 9
96 2746 2XVWPR 21
37 2926 Y57BO9 22
13 2176 RGB3RQ 24
28 2945 ZIICL6 4
75 2574 I6D32E 15
80 2059 P97Z0B 17
98 2059 J1J09Y 15
40 2899 S7U8O8 11
39 2787 XTXXY4 6
74 2495 GHAAG2 26
15 2437 TSMRTS 3
46 2640 65YU9W 4
32 2833 30YF6R 29
47 2096 XPUYOU 9
53 2093 JI7KU2 10
91 2407 41IAP1 23
72 2290 ZVAQO9 12
94 2137 YUX9PD 7
34 2269 NY8MXW 28
97 2827 X2CLS1 30
54 2969 3Y0X1L 8
51 2030 5HUHR9 4
56 2303 26Q9CI 13
87 2647 WBKKNL 12
59 2063 R7M4MV 17
69 2090 9DMD7X 8
34 2084 2DTN6A 26
64 2968 MQ9P69 12
22 2642 MI3GGC 6
11 2396 R814U1 11
19 2197 KNKPP2 2
36 2368 MC93FL 2
69 2271 ENTFGI 15
39 2163 MSYVZP 15
57 2349 JDVVI5 22
100 2114 Y1F3SB 5
29 2732 TE0SCW 12
72 2224 3CBNUN 21
60 2662 OXIWEF 30
30 2406 YHXQLR 19
70 2372 VNN0ZI 15
51 2119 JJKZD8 24
75 2421 XCNLY0 20
49 2172 NXWT66 17
70 2908 ZQN0QQ 9
42 2121 NCAFM5 9
26 2902 OLEXLH 2
23 2553 QNGTBQ 7
74 2467 8BM738 1
76 2934 NNVYVH 23
83 2793 T5QVNS 1
27 2448 CX24IR 11
16 2060 DZWAVD 3
80 2804 WKZUDX 13
43 2691 HX8LUO 14
62 2378 C3XRCW 21
30 2986 AYKRRA 4
84 2208 IUYEVY 14
84 2513 WYUYEE 14
90 2606 AOW4UO 20
69 2971 Y39LAG 6
86 2633 SGYQ1S 25
26 2297 VQB8K3 20
99 2609 KGIWN7 23
97 2395 W4FE0V 15
72 2965 QTF1CM 30
20 2546 901OUS 23
35 2820 YPBE2L 8
65 2073 F7BL8K 3
3 2826 Q3K35G 16
29 2100 G9AMZY 18
24 2310 A1Z85G 28
1 2960 EIPK3W 22
85 2768 WHRHQI 24
99 2944 N0J2FH 15
3 2826 7CX1TU 15
21 2469 RX2GBQ 1
8 2114 HV9IZM 27
47 2333 NWTOFE 9
14 2674 8HAQ01 26
80 2715 TI0S3I 28
19 2089 WX86UC 7
65 2404 OCK2LS 24
24 2847 X4B66K 25
31 2993 LN3L94 4
24 2728 0MFONA 21
55 2950 YQVNZW 14
85 2966 QIWH5B 9
27 2948 9OVC8F 21
89 2020 Q08L0A 9
18 2021 NCY8FX 8
32 2210 AVF8HI 26
28 2244 5ZQ3TF 30
76 2301 EUFX2K 30
3 2896 KE3N1V 3
45 2742 KRJT00 16
76 2623 UPGWM3 9
77 2312 VS2C8Q 16
49 2275 EGJFOB 23
15 2416 C9YD1G 20
77 2787 NIEMU7 15
32 2346 R0ZD55 19
89 2455 9KNSXJ 6
36 2156 80JDB1 13
25 2651 1GQRRV 25
22 2295 9YL8F0 13
52 2254 E9885R 15
11 2682 A6J5CU 3
92 2860 G8P1QE 20
66 2120 ONTZAW 19
95 2839 F4E4YE 25
68 2887 BB0KUA 19
9 2903 5T8GEP 26
88 2886 9OQ9Z6 26
18 2940 PC01LN 5
20 2311 P9S3S5 19
98 2830 JUOJNR 22
58 2491 H7LE2F 13
70 2408 XD843B 21
86 2247 ZJTFY4 1
22 2525 OCL7CF 11
24 2969 2WQ76I 7
50 2421 1JPHM9 10
13 2761 X0BMG5 24
87 2592 W9J401 8
74 2793 OVIDUO 16
40 2101 4YHM8S 19
50 2831 TGQOWE 24
55 2072 FFJVGL 2
74 2833 Y6BD5Y 28
3 2121 IFFLXK 2
96 2125 KG8I17 8
56 2491 R8M292 6
21 2721 YQ0Y4S 12
31 2975 0KKZBI 7
89 2080 OF2ELQ 29
18 2165 PSDOPQ 18
41 2600 LS7AWI 26
5 2400 BJ3KGT 25
66 2104 NG537K 23
25 2826 CU38HZ 21
12 2040 MF27VB 13
46 2307 21K2EF 29
70 2806 2B2WIS 7
64 2921 NG1JZA 18
93 2773 VBLIBN 26
65 2345 29LJ7A 13
50 2777 CJE3UI 18
21 2217 DGK1Y9 13
67 2316 G13G52 25
58 2506 BHSPGM 29
96 2651 OW8R5A 24
77 2931 FV7A3M 26
78 2129 6JXSMM 12
70 2474 9SHWL9 28
37 2424 IZKO4I 24
25 2406 GMRH1T 30
98 2916 OYEDRZ 23
88 2305 EELJP5 28
32 2076 B4S71M 4
32 2134 3M9E2R 12
22 2942 5T1AD4 8
91 2982 5NK6IC 5
32 2557 X36JHZ 24
98 2489 V0M32T 1
21 2804 9MX1B8 25
23 2614 AHJJ18 22
49 2684 1KIELS 24
42 2455 3FD4C2 25
89 2803 5JC8EZ 16
82 2169 BU6F7N 20
19 2430 BM93BO 26
38 2461 0R5RZU 28
51 2948 O2RQVF 26
52 2473 C12BJF 1
4 2156 44YO0K 18
90 2875 XNZ5P9 21
30 2637 A4UC9C 13
55 2221 40N63L 11
82 2308 R9KWOL 29
27 2577 T1TEP8 17
67 2050 QXSVBL 30
10 2846 R4FDKS 16
93 2706 0JOQQB 17
17 2637 0NZJYQ 5
47 2814 JCZT3R 16
18 2672 IY8WDN 29
45 2053 RB5U9E 5
87 2389 FRCV6V 15
85 2229 495JLX 13
47 2228 WE63B8 11
89 2880 JBRLFV 20
30 2379 092CGV 27
20 2080 00CPXR 23
60 2983 YQP1G8 30
66 2726 ZRDRDR 13
66 2741 WND37U 17
55 2053 IIA7TP 8
61 2230 ZWEGTC 12
60 2225 ZDRK4U 10
61 2654 TOZCNC 18
50 2257 FPG93Z 27
27 2550 538CHD 16
61 2884 QI1XFP 10
57 2485 LABKU5 18
31 2323 IU3XM7 24
100 2374 J7X788 16
87 2783 VXPV0P 30
10 2134 XL9B93 24
27 2363 85XM4O 12
69 2226 UKZ1CI 4
81 2377 WOZOPE 15
45 2595 5X7QNF 4
14 2034 U3EG18 1
99 2927 2S0USD 5
33 2809 45YJ8O 13
41 2000 MJ9YNF 13
42 2387 25FTGJ 5
31 2821 0V9RAH 10
99 2584 8BTSOS 30
80 2759 SZYS9M 18
86 2708 68Q609 8
4 2607 SZPH10 3
11 2623 DISFRJ 29
4 2369 1AC6MP 1
79 2092 NRP6XZ 25
55 2005 M65RLD 14
6 2205 FSYB59 27
74 2713 EOGZ7G 11
26 2722 QY5URY 3
30 2894 45282L 14
76 2835 ZVQUTH 25
62 2693 3F6HY1 13
47 2691 XK3XPV 5
84 2981 8POJ8G 30
58 2278 RPN9VR 22
16 2090 TTYK7B 2
59 2498 I3C2CO 5
47 2773 F42DUY 22
41 2651 UO91XS 15
16 2409 VRMJVU 7
65 2434 M9ZI0P 20
31 2050 7WK9SI 11
68 2023 LM3DLZ 27
80 2954 5AVHKV 18
64 2436 EMT0LA 20
47 2192 IWNTPY 7
91 2041 Q4HFUH 9
5 2948 6B27SY 2
30 2816 X6M7KZ 14
21 2707 62L3WX 27
47 2391 UT23MO 10
96 2336 XJBKC0 1
79 2256 1H1VE1 15
54 2922 8IBY7P 16
52 2920 SROSVE 3
24 2583 S6ADO8 23
16 2195 ONKDXY 17
46 2729 OFHC78 8
25 2972 PFG5H8 5
99 2609 ATD050 30
9 2193 HM1BTK 9
19 2577 AQ3OT7 16
50 2860 4WPQM8 30
54 2329 EW038I 18
26 2925 LZRO79 5
7 2799 INMMD0 18
17 2852 M06MUP 6
5 2443 FPJ5PQ 4
58 2921 S378NZ 8
5 2768 1XZIHO 4
79 2977 51A67T 6
61 2027 I94IQV 20
67 2706 ZZTPT3 21
92 2699 8D2FUK 16
5 2171 4C3BKV 9
56 2919 UFCN0R 10
20 2766 8EZ028 29
35 2688 UU1SB7 25
73 2599 AMU8X3 21
44 2519 DH8SRH 15
47 2028 8G32Z8 18
21 2909 ZK13YE 5
25 2753 LSC9DZ 23
96 2513 Q75RDC 19
43 2861 HT8W1Y 25
86 2594 HVDNP4 17
50 2812 ZBMLYE 8
58 2499 XYQYT8 28
68 2042 CMQON3 24
86 2090 CTBAXG 23
78 2390 4P5V2W 17
48 2628 XNQ5P8 24
5 2673 TDO7CI 8
39 2324 29NGZ4 24
55 2000 IOMX0G 6
39 2781 UUZ90F 8
14 2032 8AGYD7 21
61 2749 CF0KWU 28
43 2649 0HODMZ 26
7 2424 MFNO76 26
46 2697 L2A0KP 5
58 2133 URTW09 20
26 2426 SPQ169 18
1 2434 YDZ717 9
30 2046 O9EWT9 12
51 2021 UNV8WS 6
64 2966 VY0XLJ 11
52 2774 B0P72O 3
34 2146 19967B 22
93 2874 4QRUGL 2
85 2551 QA1ZYI 16
8 2823 EM8659 1
10 2069 9GIBEF 18
17 2304 KTRLOO 17
46 2555 OUCOPL 30
68 2120 W2C5BG 2
84 2123 9YWWO4 28
12 2662 3Q53IV 29
74 2443 DR9J3O 9
34 2229 AUEUD9 15
38 2203 OR9OJV 16
35 2693 1RPECC 16
59 2862 CLUSAC 30
95 2782 WIVRLJ 26
84 2196 VWHY9C 22
22 2896 DBG8I4 9
45 2015 RFG3N3 23
8 2454 ENS044 23
33 2646 CUMU92 15
85 2721 6ZUDRL 3
81 2661 9UZJT1 29
43 2669 YR700M 15
33 2986 WPE3JK 1
50 2351 07AX61 16
81 2278 U41T9Z 30
56 2171 2KBIMO 18
90 2239 UVOBKD 10
22 2427 K1RSNQ 10
80 2301 1YPCMW 17
11 2020 AXTJC1 4
76 2413 0Y9DYT 17
81 2669 ZU2YPL 7
71 2607 8U7N5Z 22
21 2834 3AVQVW 20
10 2679 BCUMR0 1
15 2974 TV8O03 3
25 2602 8UKK4Z 27
32 2008 J6EOKU 4
29 2263 64K11P 15
62 2673 GJE4XG 27
100 2735 RIFTE0 21
92 2769 D80WF2 30
55 2566 T6WZ7V 21
27 2842 Q8SL1W 15
60 2139 A1ACNM 28
100 2945 5J03DS 22
62 2129 TYL14I 14
90 2954 FRJP6S 25
1 2047 UM3KYV 22
45 2322 JJGC61 3
20 2666 QKM4PI 21
74 2200 5VJEKQ 19
29 2000 5HS5C1 8
7 2597 MCNRIV 13
45 2719 HPWXPM 23
44 2300 A3L0YI 5
84 2577 CUQG4H 27
98 2428 ONVASZ 22
62 2617 SYVR1P 6
38 2992 M4XC7L 5
22 2869 6G19OR 17
39 2824 JBE122 28
77 2147 PSS03U 8
41 2395 HZCYDY 12
36 2818 2OMZRV 28
87 2787 W9DAAK 30
8 2468 MKEJ9C 13
50 2273 LM520Y 12
34 2922 LY1KOH 27
30 2010 D6BEKR 7
61 2746 JV4GKM 13
2 2562 6JDSJN 22
63 2838 JY1I1Z 15
80 2164 GRS5VI 15
46 2543 9WFMEE 16
25 2797 EHLRZF 5
99 2406 EBO26K 23
18 2543 QJZLGD 23
30 2781 BXKP6S 27
79 2394 S1F60X 17
88 2984 W0HATX 23
6 2367 GFJB2C 20
58 2008 P7SE5I 9
54 2028 I3S1RE 20
68 2406 74C266 5
39 2942 Y8AB87 2
73 2030 VMDD78 2
82 2022 R6CQ5R 11
76 2032 V2VBWA 20
83 2334 36JRME 28
11 2836 77G40B 23
59 2733 PBTZ54 10
61 2254 AJ5A64 27
74 2437 990RWT 29
64 2072 8XKN3N 17
21 2128 M01C92 26
89 2337 4955CD 11
68 2198 2MHREL 24
26 2616 O4XACL 4
87 2594 IYVLXV 5
10 2480 OCBAIO 7
88 2634 NUKHJ5 24
84 2920 XHZK7G 12
49 2056 VRHG8E 9
5 2909 NPROM7 6
3 2579 BLYNK7 16
92 2461 P0XW5G 7
54 2517 K0C1I4 21
38 2191 XB6B0N 29
71 2022 T1V3UW 9
88 2298 W7RM72 27
16 2912 CQMVTF 19
25 2510 QRWFCZ 4
4 2037 GIB7D5 21
25 2126 IGXA1T 21
10 2154 ZIDDPA 21
51 2434 7PHLBW 19
90 2681 VBNE15 18
83 2504 W1871Y 20
37 2231 G9IBJM 29
86 2415 DTX68M 30
51 2915 V07ECU 27
90 2590 IGSCI0 4
38 2858 OR5S7J 8
89 2469 BOO8JP 17
9 2288 8WWFN4 19
57 2264 T2I7CV 17
67 2838 42ALBR 6
77 2281 MX1MAX 27
6 2878 Z6UEI0 15
26 2839 88WYQS 12
1 2238 IHUL23 25
98 2851 ZVHNQT 19
66 2727 5CPLHO 28
19 2972 R91RLK 8
14 2544 987QVV 6
82 2119 4CDGN1 16
4 2809 JPMGU5 3
73 2076 Q77JM9 21
11 2942 9DGPOK 6
94 2558 3RIMKQ 1
15 2545 PA0ODO 4
66 2204 VWQ79X 21
39 2294 4XE8DJ 4
2 2595 6IHJ5F 21
13 2906 I5AXF0 13
45 2585 B9EYCL 12
61 2647 VCCNQ8 29
70 2738 C7196B 4
47 2632 72JKF7 7
54 2961 81F99T 13
54 2796 ADHDYE 19
29 2975 ILIRBQ 26
9 2475 6BB5QV 5
36 2116 BXOK72 17
56 2307 OLJTG5 29
63 2441 1PAQVV 13
48 2151 Y46O41 24
69 2140 YALUJR 17
72 2659 97FR2D 3
7 2639 136BJ4 7
45 2607 JQZ36N 3
30 2176 28EPPO 30
93 2079 NEKJMQ 24
33 2109 Y6AVAA 15
52 2764 1FEFKO 18
72 2179 EIR8GC 25
68 2346 REI3WR 19
97 2549 7LVMGV 13
97 2369 YBGZ7Q 14
93 2629 IHRDPI 21
1 2136 Y6QS5C 18
6 2901 R6J6RY 13
40 2561 LXK0TU 5
71 2882 ZVVVIC 9
11 2981 HMI301 29
19 2749 MHXRG1 9
98 2924 I6C30T 25
62 2673 YKW5CH 13
43 2162 PT1MPA 13
52 2165 2OONS1 6
51 2049 C70HAM 19
94 2609 FWLWPQ 16
84 2356 6NI5PM 19
34 2829 JX1KZO 19
98 2940 3AJLEH 1
66 2356 VOHMG4 4
69 2087 S9GQ27 17
66 2288 XDRQ4Q 27
85 2776 YS3TB9 3
58 2399 87Q6A7 23
20 2511 GX4JAB 14
98 2329 8WOEMD 5
2 2079 7NIP1V 4
70 2139 KQEB7W 19
65 2873 UQOU4G 16
27 2604 RR5XAK 24
92 2258 7DNZ1E 15
69 2251 CX2DFJ 13
20 2356 3VMGLP 29
76 2430 X2BV25 29
23 2115 NL1ZF9 16
68 2136 5VIW0M 21
27 2754 4U2023 16
1 2862 XCF5GG 4
41 2434 XLWPNN 22
81 2609 L3T26W 19
70 2739 6FLBK1 3
75 2292 F47KUH 17
64 2407 I27UX1 28
66 2065 KA4O64 24
10 2732 NDOF36 6
59 2489 N9NOIO 22
21 2001 6LHU4E 6
76 2055 6HTTJQ 29
54 2492 N58F4Q 30
95 2875 8NPJ8B 23
29 2779 GGKJML 13
65 2773 CKEMEG 10
93 2849 0VWEBR 24
55 2190 8QM4JE 26
82 2872 1NNT2F 23
32 2932 KCZ0Q3 19
27 2800 VQ5WRK 1
79 2613 GV45KQ 9
89 2144 QJEECU 30
98 2216 BUPPMT 26
69 2911 6JDDS4 22
66 2750 EK026S 4
54 2219 0PBAVF 27
25 2603 FN1E3J 2
81 2684 QSZ105 17
3 2235 BFN03K 20
75 2311 LBFFQE 4
40 2742 963GZ4 27
71 2051 ZTH9OD 27
55 2059 A28QV0 14
57 2825 751GEQ 7
28 2915 2CRY9P 30
26 2883 O28MG6 21
94 2660 WZE6UI 21
47 2828 OQ60EO 4
6 2455 QCRF8I 12
73 2611 MJFCI9 29
49 2925 MVHHRO 7
74 2986 FW6I3G 5
9 2792 NJCLKB 11
38 2235 273E4C 9
26 2959 N6T92P 18
58 2355 UTQVSR 4
24 2811 ZVFLLK 13
46 2699 SBYWXT 7
97 2011 GUO8XA 26
59 2700 XW22IM 1
4 2546 MX0T4A 13
48 2849 LCZBH8 12
81 2807 UKBHKK 4
97 2228 DHUG4H 13
49 2190 LLK3IZ 30
40 2645 P6P8VZ 16
37 2959 Z09YQ2 21
95 2200 S8O3VF 6
84 2144 ZILZL2 6
86 2817 AQKGZ0 8
39 2352 23IEU9 4
87 2428 1L4TWP 10
42 2478 134VHT 19
70 2683 8FV5Q7 13
96 2585 8P8LKZ 27
43 2986 NH43GP 1
97 2530 NRUJ6X 17
72 2721 OI1VXL 27
69 2843 IXBLS2 8
89 2091 ZLNMMI 30
63 2712 L8GP24 9
69 2901 TXJ5EJ 16
34 2845 OLHS8A 11
41 2968 VRPH9O 1
36 2584 4FI788 28
21 2685 ILH7XX 26
56 2687 VCAEJ7 4
83 2500 3076TP 27
23 2909 6XJMR7 29
94 2579 Z9DYZ2 27
94 2812 JVP4PU 23
14 2820 3Q2GGW 5
12 2589 QYYL8K 13
