timestamp auctionId
71 5
57 14
64 7
54 19
59 22
92 8
2 10
28 9
29 29
99 21
54 27
23 8
57 10
14 3
18 23
67 4
17 3
96 24
72 21
61 12
48 9
59 24
38 13
88 18
10 14
3 26
92 1
48 14
19 4
17 6
29 8
60 5
17 16
27 18
5 4
77 17
87 5
92 6
87 5
50 29
65 4
57 6
82 11
53 7
2 26
71 24
24 8
67 23
100 14
60 7
65 4
13 11
33 29
100 10
71 16
50 23
82 2
7 6
32 4
17 13
74 16
80 2
27 17
75 12
9 1
40 27
39 2
14 7
10 28
31 7
8 28
78 14
68 15
19 22
98 17
45 3
9 27
92 17
9 19
73 27
77 1
27 30
24 4
80 17
54 27
90 29
42 4
74 9
4 7
53 25
63 9
66 17
64 2
51 9
86 19
88 3
28 7
28 12
52 25
2 14
17 25
36 25
3 20
88 27
61 13
55 11
18 21
64 20
37 24
61 18
44 19
3 30
46 4
5 22
83 18
4 2
65 24
5 19
36 16
77 11
25 7
30 20
20 4
78 2
18 20
86 19
85 8
64 12
26 17
61 7
4 16
14 6
91 30
73 6
5 20
38 10
58 19
39 11
29 7
58 11
89 26
7 19
13 28
83 27
15 6
82 11
25 5
13 6
92 5
31 13
80 15
76 18
55 4
84 24
19 13
24 7
50 25
10 25
3 5
40 26
4 22
66 4
55 16
18 3
81 2
13 7
33 1
95 22
53 1
2 15
72 11
9 15
64 11
12 14
95 1
78 28
70 10
56 21
78 6
55 8
13 29
24 6
49 14
89 25
99 26
74 28
69 6
16 11
88 28
33 11
60 17
69 30
75 5
91 9
13 24
81 18
2 30
27 1
78 25
10 12
82 4
46 28
69 11
36 11
21 5
100 25
30 11
36 30
36 20
42 15
12 4
88 29
23 18
74 2
38 28
25 30
73 24
6 22
33 30
6 27
70 23
32 17
36 20
59 19
40 7
3 29
45 26
16 21
80 9
42 27
24 11
21 14
30 17
62 28
77 18
1 23
18 6
84 13
12 15
42 28
67 27
53 14
18 8
16 14
4 17
90 18
32 21
40 29
3 5
80 6
20 30
88 5
53 9
37 25
22 23
30 11
63 30
9 1
94 14
31 23
81 27
92 11
40 2
10 13
37 20
85 12
100 14
3 9
49 23
44 26
45 18
37 6
95 6
98 15
69 9
82 18
40 1
63 12
54 18
9 21
89 4
32 25
14 15
10 23
52 23
71 3
93 30
56 18
97 22
55 4
62 23
88 25
45 10
33 25
87 19
93 15
5 21
11 4
43 27
46 15
97 19
19 3
58 4
2 3
80 21
78 15
68 25
46 7
96 8
76 3
77 13
78 19
70 19
57 15
99 5
80 1
32 3
2 28
49 7
69 8
27 14
65 3
86 2
1 25
32 18
76 10
68 27
9 29
11 16
79 7
57 19
51 11
60 2
53 14
3 12
10 10
94 9
12 2
79 28
88 13
42 9
38 13
73 28
41 9
87 24
68 3
42 10
35 11
9 16
21 28
58 12
69 26
97 23
86 14
98 25
83 11
20 12
75 9
74 8
74 12
46 22
98 2
25 12
17 6
84 26
16 16
40 22
38 28
19 20
32 15
22 5
92 19
70 15
30 7
76 9
44 22
98 6
53 12
57 17
13 14
1 25
87 29
19 4
97 22
66 13
86 18
43 27
16 18
46 11
47 25
5 22
84 25
90 15
51 10
80 10
10 1
93 17
55 20
70 5
99 23
9 20
39 1
51 1
71 20
12 9
23 17
91 6
45 6
72 11
40 14
78 22
66 2
65 29
49 25
79 23
73 6
34 4
3 4
53 8
1 15
39 14
33 25
97 2
46 7
51 14
26 22
92 9
19 14
53 27
80 13
5 27
36 26
11 8
63 25
83 30
85 17
53 2
4 25
72 26
45 21
27 28
99 14
96 22
81 28
92 13
8 1
97 11
60 13
85 23
86 17
17 28
53 2
79 13
76 2
12 1
37 29
91 15
59 11
40 1
19 6
46 16
100 12
56 5
31 13
24 20
19 30
7 22
57 17
19 2
74 19
73 18
5 18
32 25
50 21
38 2
75 15
99 3
10 2
22 15
48 2
56 22
92 13
69 1
5 14
53 27
68 28
10 18
14 27
19 9
13 13
43 7
38 29
14 18
53 17
45 12
67 27
37 11
29 15
96 26
55 3
22 10
2 8
54 8
8 3
52 8
90 30
84 27
88 22
56 10
41 22
19 8
13 3
69 22
36 27
11 21
20 9
24 3
80 23
95 20
12 2
36 4
63 29
42 23
67 3
26 29
6 14
55 18
55 27
54 15
98 4
5 26
24 11
15 10
93 18
34 25
29 30
62 1
27 24
55 18
62 29
24 6
53 12
66 1
56 12
85 20
50 24
89 20
45 15
31 5
23 4
6 11
21 26
12 23
83 13
96 7
98 2
5 22
29 6
89 16
21 24
19 28
84 21
68 3
22 27
40 26
52 11
2 21
8 7
35 15
17 13
4 17
2 14
76 17
68 1
65 28
54 30
50 5
65 18
97 10
87 12
97 24
62 20
66 4
91 14
30 24
58 26
7 14
66 3
31 19
98 25
92 27
46 29
60 6
18 5
99 23
71 18
59 18
6 26
79 30
28 10
79 27
51 14
4 23
4 22
13 4
74 14
81 27
37 3
54 18
97 3
67 22
73 23
84 19
21 7
75 28
40 13
30 24
69 10
50 18
17 9
93 30
63 15
69 6
82 4
35 16
68 22
67 18
81 15
92 27
67 27
94 16
86 24
79 21
90 15
16 6
76 6
10 29
31 19
31 28
41 1
65 13
66 9
60 23
51 30
65 5
89 18
19 7
27 18
79 13
8 18
100 18
47 5
79 12
90 15
3 14
45 10
83 4
64 5
20 1
82 2
12 27
23 25
35 27
42 16
42 25
33 6
27 15
97 18
20 29
13 19
17 7
77 6
32 8
53 3
46 11
6 22
59 14
40 20
88 4
55 12
91 24
33 20
59 14
12 8
17 22
59 12
5 5
7 6
41 10
86 3
79 5
84 24
66 10
75 11
3 25
95 21
51 15
2 3
80 19
50 2
29 13
74 6
93 13
45 10
28 6
30 30
98 11
96 27
47 30
43 21
90 1
71 18
69 26
10 1
63 28
33 14
5 25
27 24
67 17
41 19
17 17
8 24
57 5
23 5
5 1
6 10
32 15
46 7
61 24
4 10
64 29
42 9
29 30
29 19
19 23
83 15
5 4
54 9
42 5
91 6
62 20
90 25
60 23
62 5
76 7
80 1
96 30
10 8
85 23
9 24
15 18
96 3
77 8
56 23
59 29
94 29
18 11
45 19
14 1
7 25
10 21
36 21
14 16
59 8
35 13
74 16
53 15
26 6
81 6
34 25
13 8
80 1
17 8
76 9
27 15
41 7
87 29
29 30
73 24
93 24
75 27
51 10
18 1
49 13
65 26
54 16
20 23
35 12
9 27
63 20
93 10
41 8
24 15
58 19
28 14
16 17
71 21
65 12
7 10
29 17
91 16
46 2
18 7
20 30
40 28
29 2
100 27
56 29
87 27
35 10
49 25
73 15
48 2
86 22
82 21
78 23
45 19
73 1
39 6
55 28
71 15
19 5
79 18
35 4
28 24
31 3
13 12
41 2
85 1
1 10
47 4
25 2
37 2
99 24
33 10
58 29
62 23
24 13
44 27
40 30
75 23
52 15
41 10
69 25
57 21
91 21
3 8
74 14
46 16
57 3
73 5
16 17
20 2
64 14
59 2
17 30
48 26
10 10
6 12
64 12
35 11
77 27
7 7
53 16
60 9
30 8
53 17
84 19
73 18
66 13
18 15
77 20
92 23
40 21
91 19
61 24
78 15
89 17
95 9
25 8
36 30
85 2
6 24
4 13
46 11
14 7
71 2
57 17
90 27
91 16
76 26
81 10
11 11
17 18
48 29
90 6
33 14
1 9
13 11
24 5
95 20
62 19
3 11
49 21
56 19
28 2
49 17
77 1
17 13
37 6
83 13
67 29
48 27
42 24
98 25
65 18
42 10
81 8
46 21
48 30
22 8
3 18
2 28
50 21
8 10
37 10
58 14
40 9
50 13
57 14
17 14
17 27
33 18
61 26
57 26
52 5
55 5
83 20
44 23
89 16
8 28
82 12
6 1
73 18
14 21
63 5
12 21
2 20
61 7
98 20
75 9
26 4
72 30
96 4
83 27
8 23
92 11
15 22
84 10
53 21
6 17
55 15
13 19
21 17
73 22
69 27
24 28
77 30
14 5
62 18
50 2
90 4
31 20
68 28
53 15
65 18
38 24
47 11
92 26
98 20
77 12
7 8
44 9
76 4
9 4
37 29
44 14
28 3
41 14
37 24
13 18
71 20
51 19
59 23
86 9
7 22
99 27
39 3
79 13
23 26
2 17
77 28
95 24
29 17
26 21
26 16
95 26
70 2
46 20
72 22
77 29
88 8
59 17
44 22
100 4
28 26
30 23
37 28
91 8
90 4
20 28
20 1
75 27
61 6
66 14
38 20
28 8
45 16
83 8
18 4
4 15
13 10
39 14
17 27
96 28
55 11
45 17
44 15
17 20
39 23
1 1
87 6
16 13
83 14
46 23
44 20
90 12
69 8
82 12
6 5
73 19
83 21
98 4
38 2
88 18
82 15
54 29
70 13
33 6
95 2
64 6
70 20
55 28
98 3
100 26
83 30
45 19
50 16
37 10
27 2
33 30
86 4
50 7
85 20
12 4
87 11
75 13
93 26
63 8
69 5
82 25
87 28
26 20
83 27
93 25
63 4
51 18
37 22
17 12
61 18
47 10
31 23
39 1
80 26
37 9
40 25
92 19
6 21
69 15
89 17
1 23
64 13
33 29
62 19
21 4
58 2
14 7
44 26
34 25
45 2
8 30
80 9
33 8
77 12
43 30
77 19
36 3
29 19
15 24
5 10
14 20
88 5
91 28
89 6
80 22
69 17
10 22
1 11
91 12
64 5
71 3
27 7
87 29
29 12
79 16
30 12
76 23
78 30
3 9
89 19
34 30
73 26
34 13
38 9
72 9
20 12
37 28
77 15
59 24
10 26
95 14
22 8
19 3
94 29
32 16
42 4
44 19
27 1
94 25
35 15
77 8
62 11
84 10
29 1
7 26
43 22
17 9
8 1
81 28
87 21
37 16
48 23
98 28
93 22
24 24
99 20
17 2
52 1
93 13
8 11
76 3
38 30
24 10
80 19
21 29
23 10
46 27
98 26
93 4
19 23
79 8
70 20
33 13
98 5
51 11
65 22
49 21
80 12
73 12
83 3
75 2
32 11
94 6
1 4
68 10
67 3
85 29
1 24
7 11
87 17
88 28
83 18
50 3
79 17
86 14
41 12
85 4
43 20
74 7
30 23
21 27
11 30
88 7
95 18
47 6
32 28
28 16
43 16
44 15
58 15
49 24
26 29
81 26
61 19
10 26
66 30
93 6
80 3
45 3
4 20
69 11
19 14
5 10
61 24
22 27
43 2
21 5
46 26
88 24
76 25
75 27
78 10
42 19
37 8
67 6
45 5
70 25
28 24
46 19
67 2
2 14
91 18
93 19
71 20
5 28
56 8
20 12
66 14
82 27
88 2
75 15
92 23
41 16
10 20
53 20
25 24
46 18
93 4
88 19
52 13
28 17
17 9
28 12
23 3
35 4
14 28
82 8
75 1
83 14
41 8
69 21
92 18
70 9
70 29
82 4
24 30
4 23
95 2
11 5
74 14
69 1
83 26
63 23
25 25
27 19
10 9
26 27
46 22
19 6
84 19
4 23
5 4
75 24
64 2
35 1
25 21
81 8
31 9
23 23
73 4
98 16
42 21
8 21
95 25
30 18
86 19
35 8
13 9
87 22
9 3
20 23
55 20
94 2
73 15
14 17
39 15
48 26
58 17
20 1
93 7
41 8
81 3
4 26
74 17
75 9
54 20
30 12
86 22
76 10
92 22
50 15
11 11
73 14
84 20
25 25
35 20
95 13
14 22
27 28
47 7
40 28
66 16
61 10
39 16
44 22
58 6
12 4
55 18
95 21
41 20
32 9
95 29
8 27
39 12
92 6
97 15
86 1
67 22
89 8
82 11
37 7
19 5
90 16
41 8
68 27
22 1
14 5
30 10
69 2
85 8
22 25
98 26
48 29
19 19
18 4
31 1
81 21
64 3
11 8
35 8
50 4
34 16
13 20
88 3
38 4
49 22
56 17
99 4
35 18
46 4
76 1
64 21
89 19
53 11
52 14
88 23
98 21
44 18
89 19
95 12
1 16
69 30
96 26
83 15
27 10
13 12
68 20
5 5
48 7
4 26
52 19
62 10
99 27
16 20
66 4
72 22
10 5
90 19
93 6
62 27
90 14
7 4
34 21
42 24
17 22
3 15
98 5
8 5
14 11
53 26
16 22
16 24
63 18
57 14
90 21
88 26
67 3
70 8
23 28
25 4
92 10
5 28
96 22
60 25
13 25
53 23
47 11
41 7
24 18
8 22
18 4
39 3
49 24
88 26
46 9
47 6
24 28
39 23
97 22
76 28
70 1
18 18
51 21
78 21
43 14
58 18
62 2
63 15
89 25
45 30
67 14
53 7
15 2
37 28
96 20
49 29
50 1
40 4
52 5
50 2
30 4
46 26
35 15
78 9
50 14
10 3
19 19
4 8
57 25
5 21
51 8
56 26
64 22
76 10
7 12
96 8
49 17
44 8
77 18
96 25
21 14
82 24
74 22
37 19
6 11
11 2
73 28
64 14
58 18
47 15
24 16
8 6
89 22
9 19
27 16
57 5
50 5
33 17
54 8
74 28
9 5
69 23
47 12
66 9
58 2
9 3
20 15
45 6
50 13
38 3
79 18
62 15
95 12
21 28
7 22
64 11
79 21
29 22
7 24
18 22
89 1
83 3
59 30
95 2
4 25
20 4
43 7
4 10
37 15
15 9
39 9
75 20
38 10
63 9
41 2
88 19
36 26
75 9
95 22
44 3
100 20
82 18
68 22
1 19
55 8
83 7
32 20
24 6
47 25
2 2
13 17
49 25
81 1
58 29
12 19
7 2
76 29
61 28
26 17
42 9
50 10
81 28
47 29
20 14
35 7
44 10
16 2
68 30
73 2
83 27
81 22
38 9
34 22
99 7
5 26
74 8
21 20
27 19
51 9
75 25
65 15
75 9
12 10
58 16
35 7
45 8
2 11
98 30
62 11
24 4
15 11
50 5
58 5
7 6
77 8
7 2
80 4
88 18
55 3
31 7
91 14
18 5
79 24
26 10
15 13
44 27
87 10
77 23
39 3
61 21
45 14
70 9
90 14
66 28
76 9
100 25
44 10
14 13
34 1
98 19
43 17
33 28
40 13
6 9
58 13
2 27
41 27
21 7
50 1
92 30
16 19
77 1
43 12
8 18
100 27
57 9
58 6
52 4
73 6
4 24
33 25
3 26
65 27
36 20
11 27
85 24
39 6
27 6
2 18
42 27
62 19
34 24
58 16
16 27
39 30
80 20
81 18
59 10
72 6
24 10
36 7
50 23
95 18
57 26
29 25
77 11
71 10
97 22
22 24
41 29
12 1
7 26
15 3
70 13
36 7
1 12
89 21
81 10
94 4
75 14
30 18
36 16
2 17
16 23
89 13
64 4
89 7
67 13
72 20
77 20
53 24
16 17
76 6
44 5
95 30
42 14
37 9
49 12
31 3
24 27
87 23
91 27
93 28
20 13
64 11
3 29
7 3
53 19
55 29
8 4
85 20
22 2
15 11
39 18
55 1
18 5
60 6
84 25
73 18
66 4
2 30
16 25
21 21
50 13
98 27
7 11
28 24
76 29
52 28
81 27
6 25
62 2
77 22
64 12
81 17
11 12
73 3
5 13
28 23
38 20
8 22
10 5
30 6
49 25
37 3
57 6
70 28
9 12
94 20
37 15
49 14
40 23
25 18
96 14
50 14
63 14
89 30
77 29
31 29
57 30
33 11
87 21
100 17
63 7
17 21
13 14
44 28
40 27
79 11
99 14
12 27
97 19
86 7
40 24
44 26
42 30
46 7
64 15
66 19
58 20
57 19
33 22
72 11
54 24
20 8
80 28
80 11
17 18
10 5
